HCPCS,MOD,MOD2,CATG,ALNR,ALR,ARNR,ARR,AZNR,AZR,CANR,CAR,CONR,COR,CTNR,CTR,DCNR,DCR,DENR,DER,FLNR,FLR,GANR,GAR,IANR,IAR,IDNR,IDR,ILNR,ILR,INNR,INR,KSNR,KSR,KYNR,KYR,LANR,LAR,MANR,MAR,MDNR,MDR,MENR,MER,MINR,MIR,MNNR,MNR,MONR,MOR,MSNR,MSR,MTNR,MTR,NCNR,NCR,NDNR,NDR,NENR,NER,NHNR,NHR,NJNR,NJR,NMNR,NMR,NVNR,NVR,NYNR,NYR,OHNR,OHR,OKNR,OKR,ORNR,ORR,PANR,PAR,RINR,RIR,SCNR,SCR,SDNR,SDR,TNNR,TNR,TXNR,TXR,UTNR,UTR,VANR,VAR,VTNR,VTR,WANR,WAR,WINR,WIR,WVNR,WVR,WYNR,WYR,AKNR,AKR,HINR,HIR,PRNR,PRR,VINR,VIR,PEN,FROMDATE,TODATE 
K0044,UE,KE,IN,12.96,13.42,12.96,13.42,12.74,13.18,12.74,13.18,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.74,13.18,12.74,13.18,12.96,13.42,12.96,13.42,12.74,13.18,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.74,13.18,12.96,13.42,12.74,13.18,12.74,13.18,12.96,13.42,12.96,13.42,12.96,13.42,12.74,13.18,12.96,13.42,12.96,13.42,12.96,13.42,12.74,13.18,12.96,13.42,12.96,13.42,12.96,13.42,12.74,13.18,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.96,13.42,12.74,13.18,12.81,0,12.81,0,14.61,0,12.97,0, ,7/01/2021,9/30/2021
K0044,UE,KU,IN,12.51,0,12.51,0,12.28,0,12.28,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.28,0,12.28,0,12.51,0,12.51,0,12.28,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.28,0,12.51,0,12.28,0,12.28,0,12.51,0,12.51,0,12.51,0,12.28,0,12.51,0,12.51,0,12.51,0,12.28,0,12.51,0,12.51,0,12.51,0,12.28,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.51,0,12.28,0,12.28,0,12.28,0,15,0,12.51,0, ,7/01/2021,9/30/2021
K0045,NU, ,IN,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,48.28,48.28,48.28,48.28,55.3,55.81,55.3,55.81,48.28,48.28,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,52.81,52.81,55.3,55.81,48.28,48.28,55.3,55.81,48.28,48.28,48.28,48.28,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,55.3,55.81,48.28,48.28,55.3,55.81,55.3,55.81,48.28,48.28,55.3,55.81,55.3,55.81,49.55,49.55,55.3,55.81,55.3,55.81,48.28,48.28,132.68,0,88.39,0,61.48,0,55.81,0, ,7/01/2021,9/30/2021
K0045,NU,KE,IN,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,50.03,51.78,50.03,51.78,57.36,59.92,57.36,59.92,50.03,51.78,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,54.73,56.64,57.36,59.92,50.03,51.78,57.36,59.92,50.03,51.78,50.03,51.78,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,57.36,59.92,50.03,51.78,57.36,59.92,57.36,59.92,50.03,51.78,57.36,59.92,57.36,59.92,51.35,53.15,57.36,59.92,57.36,59.92,50.03,51.78,159.78,0,101.22,0,65.62,0,58.12,0, ,7/01/2021,9/30/2021
K0045,NU,KU,IN,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,48.29,0,48.29,0,56.81,0,56.81,0,48.29,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,52.82,0,56.81,0,48.29,0,56.81,0,48.29,0,48.29,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,56.81,0,48.29,0,56.81,0,56.81,0,48.29,0,56.81,0,56.81,0,49.55,0,56.81,0,56.81,0,48.29,0,210.56,0,121.98,0,68.17,0,56.81,0, ,7/01/2021,9/30/2021
K0045,RR, ,IN,5.57,5.67,5.57,5.67,5.57,5.67,5.57,5.67,5.57,5.67,5.57,5.67,5.53,5.58,5.53,5.58,5.53,5.58,5.57,5.67,4.97,4.97,4.97,4.97,5.53,5.58,5.57,5.67,4.97,4.97,5.57,5.67,5.57,5.67,5.57,5.67,5.53,5.58,5.57,5.67,5.57,5.67,5.57,5.67,5.31,5.31,5.57,5.67,4.97,4.97,5.57,5.67,4.97,4.97,4.97,4.97,5.53,5.58,5.53,5.58,5.57,5.67,5.57,5.67,5.53,5.58,5.53,5.58,5.57,5.67,5.57,5.67,5.53,5.58,5.53,5.58,5.57,5.67,4.97,4.97,5.57,5.67,5.53,5.58,4.97,4.97,5.53,5.58,5.57,5.67,5.57,5.67,5.57,5.67,5.53,5.58,4.97,4.97,13.29,0,8.84,0,6.14,0,5.58,0, ,7/01/2021,9/30/2021
K0045,RR,KE,IN,5.79,6.09,5.79,6.09,5.79,6.09,5.79,6.09,5.79,6.09,5.79,6.09,5.74,5.99,5.74,5.99,5.74,5.99,5.79,6.09,5.15,5.33,5.15,5.33,5.74,5.99,5.79,6.09,5.15,5.33,5.79,6.09,5.79,6.09,5.79,6.09,5.74,5.99,5.79,6.09,5.79,6.09,5.79,6.09,5.5,5.69,5.79,6.09,5.15,5.33,5.79,6.09,5.15,5.33,5.15,5.33,5.74,5.99,5.74,5.99,5.79,6.09,5.79,6.09,5.74,5.99,5.74,5.99,5.79,6.09,5.79,6.09,5.74,5.99,5.74,5.99,5.79,6.09,5.15,5.33,5.79,6.09,5.74,5.99,5.15,5.33,5.74,5.99,5.79,6.09,5.79,6.09,5.79,6.09,5.74,5.99,5.15,5.33,16,0,10.12,0,6.56,0,5.81,0, ,7/01/2021,9/30/2021
K0045,RR,KU,IN,5.85,0,5.85,0,5.85,0,5.85,0,5.85,0,5.85,0,5.68,0,5.68,0,5.68,0,5.85,0,4.97,0,4.97,0,5.68,0,5.85,0,4.97,0,5.85,0,5.85,0,5.85,0,5.68,0,5.85,0,5.85,0,5.85,0,5.32,0,5.85,0,4.97,0,5.85,0,4.97,0,4.97,0,5.68,0,5.68,0,5.85,0,5.85,0,5.68,0,5.68,0,5.85,0,5.85,0,5.68,0,5.68,0,5.85,0,4.97,0,5.85,0,5.68,0,4.97,0,5.68,0,5.85,0,5.85,0,5.85,0,5.68,0,4.97,0,21.09,0,12.19,0,6.8,0,5.68,0, ,7/01/2021,9/30/2021
K0045,UE, ,IN,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,36.22,36.22,36.22,36.22,41.48,41.86,41.48,41.86,36.22,36.22,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,39.62,39.62,41.48,41.86,36.22,36.22,41.48,41.86,36.22,36.22,36.22,36.22,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,41.48,41.86,36.22,36.22,41.48,41.86,41.48,41.86,36.22,36.22,41.48,41.86,41.48,41.86,37.14,37.14,41.48,41.86,41.48,41.86,36.22,36.22,99.71,0,66.3,0,46.11,0,41.86,0, ,7/01/2021,9/30/2021
K0045,UE,KE,IN,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,37.54,38.85,37.54,38.85,43.02,44.95,43.02,44.95,37.54,38.85,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,41.06,42.49,43.02,44.95,37.54,38.85,43.02,44.95,37.54,38.85,37.54,38.85,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,43.02,44.95,37.54,38.85,43.02,44.95,43.02,44.95,37.54,38.85,43.02,44.95,43.02,44.95,38.48,39.83,43.02,44.95,43.02,44.95,37.54,38.85,120.1,0,75.92,0,49.22,0,43.59,0, ,7/01/2021,9/30/2021
K0045,UE,KU,IN,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,36.23,0,36.23,0,42.62,0,42.62,0,36.23,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,39.62,0,42.62,0,36.23,0,42.62,0,36.23,0,36.23,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,42.62,0,36.23,0,42.62,0,42.62,0,36.23,0,42.62,0,42.62,0,37.14,0,42.62,0,42.62,0,36.23,0,158.33,0,91.49,0,51.14,0,42.62,0, ,7/01/2021,9/30/2021
K0046,NU, ,IN,19.35,19.43,19.35,19.43,19.27,19.27,19.27,19.27,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.27,19.27,19.27,19.27,19.35,19.43,19.35,19.43,19.27,19.27,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.27,19.27,19.35,19.43,19.27,19.27,19.27,19.27,19.35,19.43,19.35,19.43,19.35,19.43,19.27,19.27,19.35,19.43,19.35,19.43,19.35,19.43,19.27,19.27,19.35,19.43,19.35,19.43,19.35,19.43,19.27,19.27,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.35,19.43,19.27,19.27,19.27,0,19.27,0,21.39,0,19.43,0, ,7/01/2021,9/30/2021
K0046,NU,KE,IN,20.06,20.85,20.06,20.85,19.96,20.66,19.96,20.66,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,19.96,20.66,19.96,20.66,20.06,20.85,20.06,20.85,19.96,20.66,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,19.96,20.66,20.06,20.85,19.96,20.66,19.96,20.66,20.06,20.85,20.06,20.85,20.06,20.85,19.96,20.66,20.06,20.85,20.06,20.85,20.06,20.85,19.96,20.66,20.06,20.85,20.06,20.85,20.06,20.85,19.96,20.66,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,20.06,20.85,19.96,20.66,19.97,0,19.97,0,22.77,0,20.18,0, ,7/01/2021,9/30/2021
K0046,NU,KU,IN,19.59,0,19.59,0,19.27,0,19.27,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.27,0,19.27,0,19.59,0,19.59,0,19.27,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.27,0,19.59,0,19.27,0,19.27,0,19.59,0,19.59,0,19.59,0,19.27,0,19.59,0,19.59,0,19.59,0,19.27,0,19.59,0,19.59,0,19.59,0,19.27,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.59,0,19.27,0,19.27,0,19.27,0,23.51,0,19.59,0, ,7/01/2021,9/30/2021
K0046,RR, ,IN,1.93,1.94,1.93,1.94,1.93,1.93,1.93,1.93,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.93,1.93,1.93,1.93,1.94,1.93,1.94,1.93,1.93,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.93,1.93,1.94,1.93,1.93,1.93,1.93,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.93,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.93,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.93,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.94,1.93,1.93,1.93,0,1.93,0,2.14,0,1.94,0, ,7/01/2021,9/30/2021
K0046,RR,KE,IN,2,2.08,2,2.08,2,2.07,2,2.07,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.07,2,2.07,2,2.08,2,2.08,2,2.07,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.07,2,2.08,2,2.07,2,2.07,2,2.08,2,2.08,2,2.08,2,2.07,2,2.08,2,2.08,2,2.08,2,2.07,2,2.08,2,2.08,2,2.08,2,2.07,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.08,2,2.07,2,0,2,0,2.28,0,2.01,0, ,7/01/2021,9/30/2021
K0046,RR,KU,IN,1.94,0,1.94,0,1.92,0,1.92,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.92,0,1.92,0,1.94,0,1.94,0,1.92,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.92,0,1.94,0,1.92,0,1.92,0,1.94,0,1.94,0,1.94,0,1.92,0,1.94,0,1.94,0,1.94,0,1.92,0,1.94,0,1.94,0,1.94,0,1.92,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.94,0,1.92,0,1.92,0,1.92,0,2.34,0,1.94,0, ,7/01/2021,9/30/2021
K0046,UE, ,IN,14.53,14.59,14.53,14.59,14.45,14.45,14.45,14.45,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.45,14.45,14.45,14.45,14.53,14.59,14.53,14.59,14.45,14.45,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.45,14.45,14.53,14.59,14.45,14.45,14.45,14.45,14.53,14.59,14.53,14.59,14.53,14.59,14.45,14.45,14.53,14.59,14.53,14.59,14.53,14.59,14.45,14.45,14.53,14.59,14.53,14.59,14.53,14.59,14.45,14.45,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.53,14.59,14.45,14.45,14.46,0,14.46,0,16.04,0,14.59,0, ,7/01/2021,9/30/2021
K0046,UE,KE,IN,15.06,15.66,15.06,15.66,14.98,15.5,14.98,15.5,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,14.98,15.5,14.98,15.5,15.06,15.66,15.06,15.66,14.98,15.5,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,14.98,15.5,15.06,15.66,14.98,15.5,14.98,15.5,15.06,15.66,15.06,15.66,15.06,15.66,14.98,15.5,15.06,15.66,15.06,15.66,15.06,15.66,14.98,15.5,15.06,15.66,15.06,15.66,15.06,15.66,14.98,15.5,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,15.06,15.66,14.98,15.5,14.98,0,14.98,0,17.07,0,15.16,0, ,7/01/2021,9/30/2021
K0046,UE,KU,IN,14.72,0,14.72,0,14.45,0,14.45,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.45,0,14.45,0,14.72,0,14.72,0,14.45,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.45,0,14.72,0,14.45,0,14.45,0,14.72,0,14.72,0,14.72,0,14.45,0,14.72,0,14.72,0,14.72,0,14.45,0,14.72,0,14.72,0,14.72,0,14.45,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.72,0,14.45,0,14.45,0,14.45,0,17.63,0,14.72,0, ,7/01/2021,9/30/2021
K0047,NU, ,IN,70.26,72.42,70.26,72.42,69.94,71.77,69.94,71.77,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,69.94,71.77,69.94,71.77,70.26,72.42,70.26,72.42,69.94,71.77,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,69.94,71.77,70.26,72.42,69.94,71.77,69.94,71.77,70.26,72.42,70.26,72.42,70.26,72.42,69.94,71.77,70.26,72.42,70.26,72.42,70.26,72.42,69.94,71.77,70.26,72.42,70.26,72.42,70.26,72.42,69.94,71.77,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,70.26,72.42,69.94,71.77,71.77,0,71.77,0,80.09,0,72.42,0, ,7/01/2021,9/30/2021
K0047,NU,KE,IN,73.04,77.98,73.04,77.98,72.67,77.23,72.67,77.23,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,72.67,77.23,72.67,77.23,73.04,77.98,73.04,77.98,72.67,77.23,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,72.67,77.23,73.04,77.98,72.67,77.23,72.67,77.23,73.04,77.98,73.04,77.98,73.04,77.98,72.67,77.23,73.04,77.98,73.04,77.98,73.04,77.98,72.67,77.23,73.04,77.98,73.04,77.98,73.04,77.98,72.67,77.23,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,73.04,77.98,72.67,77.23,75.42,0,75.42,0,86.43,0,76.28,0, ,7/01/2021,9/30/2021
K0047,NU,KU,IN,76.73,0,76.73,0,75.42,0,75.42,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,75.42,0,75.42,0,76.73,0,76.73,0,75.42,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,75.42,0,76.73,0,75.42,0,75.42,0,76.73,0,76.73,0,76.73,0,75.42,0,76.73,0,76.73,0,76.73,0,75.42,0,76.73,0,76.73,0,76.73,0,75.42,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,76.73,0,75.42,0,75.42,0,75.42,0,92.08,0,76.73,0, ,7/01/2021,9/30/2021
K0047,RR, ,IN,7.03,7.25,7.03,7.25,7,7.18,7,7.18,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7,7.18,7,7.18,7.03,7.25,7.03,7.25,7,7.18,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7,7.18,7.03,7.25,7,7.18,7,7.18,7.03,7.25,7.03,7.25,7.03,7.25,7,7.18,7.03,7.25,7.03,7.25,7.03,7.25,7,7.18,7.03,7.25,7.03,7.25,7.03,7.25,7,7.18,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7.03,7.25,7,7.18,7.18,0,7.18,0,8.01,0,7.25,0, ,7/01/2021,9/30/2021
K0047,RR,KE,IN,7.31,7.81,7.31,7.81,7.27,7.73,7.27,7.73,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.27,7.73,7.27,7.73,7.31,7.81,7.31,7.81,7.27,7.73,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.27,7.73,7.31,7.81,7.27,7.73,7.27,7.73,7.31,7.81,7.31,7.81,7.31,7.81,7.27,7.73,7.31,7.81,7.31,7.81,7.31,7.81,7.27,7.73,7.31,7.81,7.31,7.81,7.31,7.81,7.27,7.73,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.31,7.81,7.27,7.73,7.55,0,7.55,0,8.64,0,7.64,0, ,7/01/2021,9/30/2021
K0047,RR,KU,IN,7.7,0,7.7,0,7.56,0,7.56,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.56,0,7.56,0,7.7,0,7.7,0,7.56,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.56,0,7.7,0,7.56,0,7.56,0,7.7,0,7.7,0,7.7,0,7.56,0,7.7,0,7.7,0,7.7,0,7.56,0,7.7,0,7.7,0,7.7,0,7.56,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.56,0,7.56,0,7.56,0,9.2,0,7.7,0, ,7/01/2021,9/30/2021
K0047,UE, ,IN,52.69,54.3,52.69,54.3,52.46,53.84,52.46,53.84,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.46,53.84,52.46,53.84,52.69,54.3,52.69,54.3,52.46,53.84,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.46,53.84,52.69,54.3,52.46,53.84,52.46,53.84,52.69,54.3,52.69,54.3,52.69,54.3,52.46,53.84,52.69,54.3,52.69,54.3,52.69,54.3,52.46,53.84,52.69,54.3,52.69,54.3,52.69,54.3,52.46,53.84,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.69,54.3,52.46,53.84,53.84,0,53.84,0,60.07,0,54.3,0, ,7/01/2021,9/30/2021
K0047,UE,KE,IN,54.78,58.47,54.78,58.47,54.51,57.94,54.51,57.94,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.51,57.94,54.51,57.94,54.78,58.47,54.78,58.47,54.51,57.94,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.51,57.94,54.78,58.47,54.51,57.94,54.51,57.94,54.78,58.47,54.78,58.47,54.78,58.47,54.51,57.94,54.78,58.47,54.78,58.47,54.78,58.47,54.51,57.94,54.78,58.47,54.78,58.47,54.78,58.47,54.51,57.94,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.78,58.47,54.51,57.94,56.58,0,56.58,0,64.81,0,57.19,0, ,7/01/2021,9/30/2021
K0047,UE,KU,IN,57.52,0,57.52,0,56.59,0,56.59,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,56.59,0,56.59,0,57.52,0,57.52,0,56.59,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,56.59,0,57.52,0,56.59,0,56.59,0,57.52,0,57.52,0,57.52,0,56.59,0,57.52,0,57.52,0,57.52,0,56.59,0,57.52,0,57.52,0,57.52,0,56.59,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,57.52,0,56.59,0,56.59,0,56.59,0,69.06,0,57.52,0, ,7/01/2021,9/30/2021
K0050,NU, ,IN,31.85,32.1,31.85,32.1,31.71,31.83,31.71,31.83,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.71,31.83,31.71,31.83,31.85,32.1,31.85,32.1,31.71,31.83,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.71,31.83,31.85,32.1,31.71,31.83,31.71,31.83,31.85,32.1,31.85,32.1,31.85,32.1,31.71,31.83,31.85,32.1,31.85,32.1,31.85,32.1,31.71,31.83,31.85,32.1,31.85,32.1,31.85,32.1,31.71,31.83,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.85,32.1,31.71,31.83,31.83,0,31.83,0,35.36,0,32.1,0, ,7/01/2021,9/30/2021
K0050,NU,KE,IN,33.03,34.47,33.03,34.47,32.88,34.15,32.88,34.15,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,32.88,34.15,32.88,34.15,33.03,34.47,33.03,34.47,32.88,34.15,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,32.88,34.15,33.03,34.47,32.88,34.15,32.88,34.15,33.03,34.47,33.03,34.47,33.03,34.47,32.88,34.15,33.03,34.47,33.03,34.47,33.03,34.47,32.88,34.15,33.03,34.47,33.03,34.47,33.03,34.47,32.88,34.15,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,33.03,34.47,32.88,34.15,33.05,0,33.05,0,37.72,0,33.41,0, ,7/01/2021,9/30/2021
K0050,NU,KU,IN,32.62,0,32.62,0,32.06,0,32.06,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.06,0,32.06,0,32.62,0,32.62,0,32.06,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.06,0,32.62,0,32.06,0,32.06,0,32.62,0,32.62,0,32.62,0,32.06,0,32.62,0,32.62,0,32.62,0,32.06,0,32.62,0,32.62,0,32.62,0,32.06,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.62,0,32.06,0,32.06,0,32.06,0,39.13,0,32.62,0, ,7/01/2021,9/30/2021
K0050,RR, ,IN,3.18,3.21,3.18,3.21,3.17,3.18,3.17,3.18,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.17,3.18,3.17,3.18,3.18,3.21,3.18,3.21,3.17,3.18,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.17,3.18,3.18,3.21,3.17,3.18,3.17,3.18,3.18,3.21,3.18,3.21,3.18,3.21,3.17,3.18,3.18,3.21,3.18,3.21,3.18,3.21,3.17,3.18,3.18,3.21,3.18,3.21,3.18,3.21,3.17,3.18,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.18,3.21,3.17,3.18,3.18,0,3.18,0,3.55,0,3.21,0, ,7/01/2021,9/30/2021
